id,constituency_code,candidate_name,uid,candidate_rank,election_date,election_type,contest_status,assembly,province,constituency_number,constituency_name,voter_reg,votes_polled,turnout,turnout_calc,valid_votes,valid_calc,votes_disq,candidate_party,candidate_votes,candidate_share,outcome,found_initially,key,match
2041,NA-167,Muhammad Rauf,00864,13,2018-07-25,General Election,Contested,National,Punjab,167,Bahawalnagar-II,379417,215560,0.5681,0.568134796279555,209716,209716,6331,Independent,394,0.0018787312365294,Loss,TRUE,uuid:dbe4b43a-a1b5-40db-aa43-0e680d8880bf,uid
2042,NA-167,Ishrat Bagum,00857,14,2018-07-25,General Election,Contested,National,Punjab,167,Bahawalnagar-II,379417,215560,0.5681,0.568134796279555,209716,209716,6331,Independent,233,0.00111102634038414,Loss,TRUE,uuid:c612b6a7-8cf2-40ef-b8b1-32242099337d,uid
2043,NA-168,Ehsan Ul Haq Bajwa,00870,1,2018-07-25,General Election,Contested,National,Punjab,168,Bahawalnagar-III,402412,231433,0.5651,0.575114559207976,228026,228026,4163,Pakistan Muslim League (N),124447,0.545757939884048,Win,TRUE,uuid:6eb16882-9c57-4c59-a8d5-f218f2cea111,uid
2044,NA-168,Fatima Tahir Cheema,00871,2,2018-07-25,General Election,Contested,National,Punjab,168,Bahawalnagar-III,402412,231433,0.5651,0.575114559207976,228026,228026,4163,Pakistan Tehreek-e-Insaf,74993,0.328879162902476,Loss,TRUE,uuid:bab9ee2b-4aa5-460e-a1ab-8001554e3c27,uid
2045,NA-168,Khalil Ur  Rehman,00873,3,2018-07-25,General Election,Contested,National,Punjab,168,Bahawalnagar-III,402412,231433,0.5651,0.575114559207976,228026,228026,4163,Tehreek-e-Labbaik Pakistan,9593,0.0420697639742836,Loss,TRUE,uuid:88da6c0c-55c4-47db-ad7a-220d894d829e,uid
2046,NA-168,Zafar Iqbal Chaudhary,00876,4,2018-07-25,General Election,Contested,National,Punjab,168,Bahawalnagar-III,402412,231433,0.5651,0.575114559207976,228026,228026,4163,Independent,9283,0.0407102698815047,Loss,TRUE,uuid:1c3cc2c4-94fe-4048-8ad4-8f888d83d4cf,uid
2047,NA-168,Muhammad Ijaz Ul Haq,00874,5,2018-07-25,General Election,Contested,National,Punjab,168,Bahawalnagar-III,402412,231433,0.5651,0.575114559207976,228026,228026,4163,Independent,4993,0.021896625823371,Loss,TRUE,uuid:b3608399-a2a7-44b6-8c52-9304e97c4827,uid
2048,NA-168,Abdul Majeed,00869,6,2018-07-25,General Election,Contested,National,Punjab,168,Bahawalnagar-III,402412,231433,0.5651,0.575114559207976,228026,228026,4163,Pakistan Peoples Party Parliamentarians,2776,0.0121740503275942,Loss,TRUE,uuid:68bae53f-e4e1-4d2d-ae78-42f0a6754151,uid
2049,NA-168,Zaheer ilyas,00877,7,2018-07-25,General Election,Contested,National,Punjab,168,Bahawalnagar-III,402412,231433,0.5651,0.575114559207976,228026,228026,4163,Pakistan Awami Raj,671,0.00294264689114399,Loss,TRUE,uuid:49c3fe6e-7c29-4447-a9dd-e59feae0315e,uid
2050,NA-168,Kashif Sana,00872,8,2018-07-25,General Election,Contested,National,Punjab,168,Bahawalnagar-III,402412,231433,0.5651,0.575114559207976,228026,228026,4163,Independent,653,0.00286370852446651,Loss,TRUE,uuid:04ae8296-a991-43a2-9fe8-1be39198d1fa,uid
2051,NA-168,Tariq Aziz,00875,9,2018-07-25,General Election,Contested,National,Punjab,168,Bahawalnagar-III,402412,231433,0.5651,0.575114559207976,228026,228026,4163,Pak Sarzameen Party,617,0.00270583179111154,Loss,TRUE,uuid:1db83529-9a5b-4468-8c35-5b2dc53084ef,uid
2052,NA-169,NOOR UL HASSAN TANVIR,00887,1,2018-07-25,General Election,Contested,National,Punjab,169,Bahawalnagar-IV,410644,247781,0.6034,0.60339612900712,243026,243026,4949,Pakistan Muslim League (N),91818,0.37781142758388,Win,TRUE,uuid:812e9f90-97f1-454b-8622-89a6feb0d4b2,uid
2053,NA-169,Muhammad Ijaz Ul Haq,00884,2,2018-07-25,General Election,Contested,National,Punjab,169,Bahawalnagar-IV,410644,247781,0.6034,0.60339612900712,243026,243026,4949,Pakistan Muslim League (F),72553,0.298540073901558,Loss,TRUE,uuid:e49f1dfb-2bbc-4e56-97c1-0f5401923cbf,uid
2054,NA-169,SHOUKAT MEHMOOD,00888,3,2018-07-25,General Election,Contested,National,Punjab,169,Bahawalnagar-IV,410644,247781,0.6034,0.60339612900712,243026,243026,4949,Independent,52068,0.214248681211064,Loss,TRUE,uuid:caa78df9-49ca-4a1c-817a-42a085605150,uid
2055,NA-169,AHMAD KHAN KAMOKA,00879,4,2018-07-25,General Election,Contested,National,Punjab,169,Bahawalnagar-IV,410644,247781,0.6034,0.60339612900712,243026,243026,4949,Tehreek-e-Labbaik Pakistan,17915,0.0737163924847547,Loss,TRUE,uuid:b8327c8e-f846-4005-b02f-44c6302403bd,uid
2056,NA-169,Ghulam Murtaza,00880,5,2018-07-25,General Election,Contested,National,Punjab,169,Bahawalnagar-IV,410644,247781,0.6034,0.60339612900712,243026,243026,4949,Independent,3752,0.0154386773431649,Loss,TRUE,uuid:3ffc0d40-d703-4613-bb7e-7e9d4d0bdc99,uid
2057,NA-169,Khadija Khanam,00882,6,2018-07-25,General Election,Contested,National,Punjab,169,Bahawalnagar-IV,410644,247781,0.6034,0.60339612900712,243026,243026,4949,Independent,2031,0.00835713051278464,Loss,TRUE,uuid:ee733676-59e8-4343-a4bd-91ee9e5b4dd7,uid
2058,NA-169,ISHRAT MANZOOR,00881,7,2018-07-25,General Election,Contested,National,Punjab,169,Bahawalnagar-IV,410644,247781,0.6034,0.60339612900712,243026,243026,4949,Muttahida Majlis-e-Amal Pakistan,1534,0.00631208183486541,Loss,FALSE,uuid:e6d13cc2-4601-4746-b13f-a8a164660203,cons_name
2059,NA-169,ABRAR AZAM,00878,8,2018-07-25,General Election,Contested,National,Punjab,169,Bahawalnagar-IV,410644,247781,0.6034,0.60339612900712,243026,243026,4949,Pakistan Peoples Party (Shaheed Bhutto),474,0.00195040859825698,Loss,TRUE,uuid:21a754ad-301d-4fdf-8342-f65e5b3e3911,uid
2060,NA-169,MUHAMMAD YOUSAF GOURI,00886,9,2018-07-25,General Election,Contested,National,Punjab,169,Bahawalnagar-IV,410644,247781,0.6034,0.60339612900712,243026,243026,4949,All Pakistan Muslim League,435,0.00178993194143836,Loss,TRUE,uuid:cd32358b-55e5-4051-bdf7-65a52e6cf81f,uid
2061,NA-169,Muhammad Anwar,00883,10,2018-07-25,General Election,Contested,National,Punjab,169,Bahawalnagar-IV,410644,247781,0.6034,0.60339612900712,243026,243026,4949,Independent,359,0.00147720819994568,Loss,TRUE,uuid:df167965-03a4-490a-9978-c63ff17d46d1,uid
2062,NA-169,MUHAMMAD ISMAIL,00885,11,2018-07-25,General Election,Contested,National,Punjab,169,Bahawalnagar-IV,410644,247781,0.6034,0.60339612900712,243026,243026,4949,Amun Taraqqi Party,87,3.57986388287673e-4,Loss,TRUE,uuid:ecc597ee-b2f3-4afa-b13f-89ed099e43a7,uid
2063,NA-170,MUHAMMAD FAROOQ AZAM MALIK,00908,1,2018-07-25,General Election,Contested,National,Punjab,170,Bahawalpur-I,360608,188576,0.5229,0.522939036294259,185694,185694,3112,Pakistan Tehreek-e-Insaf,84634,0.455771322713712,Win,TRUE,uuid:2691432c-b778-4af8-97c6-9dbd1ea5c113,uid
2064,NA-170,MUHAMMAD BALIGH UR REHMAN,00907,2,2018-07-25,General Election,Contested,National,Punjab,170,Bahawalpur-I,360608,188576,0.5229,0.522939036294259,185694,185694,3112,Pakistan Muslim League (N),74739,0.402484732947753,Loss,TRUE,uuid:49d82909-d752-4e8a-81e7-488a70e03a38,uid
2065,NA-170,SYED WASEEM AKHTAR,00913,3,2018-07-25,General Election,Contested,National,Punjab,170,Bahawalpur-I,360608,188576,0.5229,0.522939036294259,185694,185694,3112,Muttahida Majlis-e-Amal Pakistan,14995,0.0807511282001572,Loss,TRUE,uuid:77e8be47-ffdf-4afb-883a-3a4e50c1a218,uid
2066,NA-170,MEHMOOD UL HASSAN,00904,4,2018-07-25,General Election,Contested,National,Punjab,170,Bahawalpur-I,360608,188576,0.5229,0.522939036294259,185694,185694,3112,Tehreek-e-Labbaik Pakistan,5244,0.0282400077546932,Loss,TRUE,uuid:2a156154-17de-4966-a4a4-74a7c988e06e,uid
2067,NA-170,SYED IRFAN AHMED GARDEZI,00912,5,2018-07-25,General Election,Contested,National,Punjab,170,Bahawalpur-I,360608,188576,0.5229,0.522939036294259,185694,185694,3112,Pakistan Peoples Party Parliamentarians,4950,0.0266567578920159,Loss,TRUE,uuid:7837d1b2-a5af-45a9-a66e-52e699a5888a,uid
2068,NA-170,SHAZIA NOUREEN,00911,6,2018-07-25,General Election,Contested,National,Punjab,170,Bahawalpur-I,360608,188576,0.5229,0.522939036294259,185694,185694,3112,All Pakistan Muslim League,469,0.00252566049522332,Loss,TRUE,uuid:5a4c7c9a-00ed-40c5-a745-b5e9922bd9ae,uid
2069,NA-170,SYED ZEESHAN AKHTER,00914,7,2018-07-25,General Election,Contested,National,Punjab,170,Bahawalpur-I,360608,188576,0.5229,0.522939036294259,185694,185694,3112,Independent,192,0.00103395909399334,Loss,TRUE,uuid:faf654c3-b19f-4b6c-85d2-768c57b98a94,uid
2070,NA-170,MUHAMMAD ANWAR,00906,8,2018-07-25,General Election,Contested,National,Punjab,170,Bahawalpur-I,360608,188576,0.5229,0.522939036294259,185694,185694,3112,Independent,145,7.80854524109557e-4,Loss,TRUE,uuid:44a2c5dc-e279-4dcf-8109-9b134c97c226,uid
2071,NA-170,MUHAMMAD USMAN FAROOQ,00909,9,2018-07-25,General Election,Contested,National,Punjab,170,Bahawalpur-I,360608,188576,0.5229,0.522939036294259,185694,185694,3112,Independent,125,6.73150451818583e-4,Loss,TRUE,uuid:6df2131a-8dd7-4bc2-810c-ad0cd984a88d,uid
2072,NA-170,ALAMGIR MANSHA,00903,10,2018-07-25,General Election,Contested,National,Punjab,170,Bahawalpur-I,360608,188576,0.5229,0.522939036294259,185694,185694,3112,Independent,116,6.24683619287645e-4,Loss,TRUE,uuid:2f4e89ef-fb3d-466f-ace5-75c1f0e206fe,uid
2073,NA-170,NAHEED MALIK,00910,11,2018-07-25,General Election,Contested,National,Punjab,170,Bahawalpur-I,360608,188576,0.5229,0.522939036294259,185694,185694,3112,Independent,45,2.4233416265469e-4,Loss,TRUE,uuid:d9a2593a-93b2-4cf8-a922-ca8d7ef5b490,uid
2074,NA-170,MIAN SHAHID IQBAL,00905,12,2018-07-25,General Election,Contested,National,Punjab,170,Bahawalpur-I,360608,188576,0.5229,0.522939036294259,185694,185694,3112,Independent,40,2.15408144581947e-4,Loss,TRUE,uuid:262a9f2a-e5d0-4353-ba15-8691a1d690aa,uid
2075,NA-171,Mian Riaz Hussain Pirzada,00920,1,2018-07-25,General Election,Contested,National,Punjab,171,Bahawalpur-II,404823,242707,0.5995,0.599538563767375,236805,236805,6311,Pakistan Muslim League (N),99306,0.419357699372902,Win,TRUE,uuid:9a5619b3-fbf7-4d4f-a62c-019b37254317,uid
2076,NA-171,choudhary Naeem ud Din Warraich,00916,2,2018-07-25,General Election,Contested,National,Punjab,171,Bahawalpur-II,404823,242707,0.5995,0.599538563767375,236805,236805,6311,Pakistan Tehreek-e-Insaf,88519,0.373805451742995,Loss,TRUE,uuid:e9dd73b8-701c-4d59-8d00-03ada3a63b36,uid
2077,NA-171,Choudhary Tariq Bashir Cheema,00917,3,2018-07-25,General Election,Contested,National,Punjab,171,Bahawalpur-II,404823,242707,0.5995,0.599538563767375,236805,236805,6311,Independent,23031,0.0972572369671248,Loss,TRUE,uuid:ec2ed243-971a-46da-98cc-94524548d885,uid
2078,NA-171,Syed Salman Ahmad Gardezi,00921,4,2018-07-25,General Election,Contested,National,Punjab,171,Bahawalpur-II,404823,242707,0.5995,0.599538563767375,236805,236805,6311,Pakistan Peoples Party Parliamentarians,15738,0.0664597453601064,Loss,TRUE,uuid:b6ed229d-5c9c-40cc-90d1-1dd249393099,uid
2079,NA-171,Khan Khuda Yar Khan,00919,5,2018-07-25,General Election,Contested,National,Punjab,171,Bahawalpur-II,404823,242707,0.5995,0.599538563767375,236805,236805,6311,Tehreek-e-Labbaik Pakistan,7454,0.0314773759000021,Loss,TRUE,uuid:207da417-1175-452f-afd6-3899d0f61dea,uid
2080,NA-171,Hafiz Khair Muhammad,00918,6,2018-07-25,General Election,Contested,National,Punjab,171,Bahawalpur-II,404823,242707,0.5995,0.599538563767375,236805,236805,6311,Muttahida Majlis-e-Amal Pakistan,1778,0.00750828740947193,Loss,TRUE,uuid:cb46c26a-023b-4dfa-8901-f2aca445c4cf,uid
2081,NA-171,Aleem Ullah Warraich,00915,7,2018-07-25,General Election,Contested,National,Punjab,171,Bahawalpur-II,404823,242707,0.5995,0.599538563767375,236805,236805,6311,Independent,979,0.00413420324739765,Loss,FALSE,NA,NA
2082,NA-172,Chaudhary Tariq Bashir Cheema,00923,1,2018-07-25,General Election,Contested,National,Punjab,172,Bahawalpur-III,357821,229275,0.6408,0.640753337562636,224929,224929,4734,Pakistan Muslim League,106494,0.473456068359349,Win,FALSE,uuid:ec2ed243-971a-46da-98cc-94524548d885,fuzzy_rank
2083,NA-172,Saud Majeed,00926,2,2018-07-25,General Election,Contested,National,Punjab,172,Bahawalpur-III,357821,229275,0.6408,0.640753337562636,224929,224929,4734,Pakistan Muslim League (N),102102,0.453929906770581,Loss,FALSE,NA,NA
2084,NA-172,Zulfiqar Ali,00927,3,2018-07-25,General Election,Contested,National,Punjab,172,Bahawalpur-III,357821,229275,0.6408,0.640753337562636,224929,224929,4734,Tehreek-e-Labbaik Pakistan,9184,0.0408306621200468,Loss,FALSE,NA,NA
2085,NA-172,Hamid Sufyan,00925,4,2018-07-25,General Election,Contested,National,Punjab,172,Bahawalpur-III,357821,229275,0.6408,0.640753337562636,224929,224929,4734,Pakistan Peoples Party Parliamentarians,5783,0.0257103352613491,Loss,FALSE,NA,NA
2086,NA-172,Farzana Rauf,00924,5,2018-07-25,General Election,Contested,National,Punjab,172,Bahawalpur-III,357821,229275,0.6408,0.640753337562636,224929,224929,4734,Independent,745,0.00331215628042627,Loss,FALSE,NA,NA
2087,NA-172,Aleem Ullah Warraich,00922,6,2018-07-25,General Election,Contested,National,Punjab,172,Bahawalpur-III,357821,229275,0.6408,0.640753337562636,224929,224929,4734,Independent,621,0.00276087120824794,Loss,TRUE,uuid:c60bd7ed-b9d2-4d74-83bd-16d33d7f12a5,uid
2088,NA-173,MIAN NAJEEB UD DIN AWAISI,00931,1,2018-07-25,General Election,Contested,National,Punjab,173,Bahawalpur-IV,389937,218462,0.5602,0.560249476197437,210077,210077,8413,Pakistan Muslim League (N),86356,0.41106832256744,Win,TRUE,uuid:a21a43da-6d01-43ea-8211-824d82a2b537,uid
2089,NA-173,KHADEEJA AAMIR,00928,2,2018-07-25,General Election,Contested,National,Punjab,173,Bahawalpur-IV,389937,218462,0.5602,0.560249476197437,210077,210077,8413,Pakistan Tehreek-e-Insaf,60225,0.286680598066423,Loss,TRUE,uuid:2dddd8d9-add3-4067-8859-beac3a6a679a,uid
2090,NA-173,MAKHDOOM SYED ALI HASSAN GILLANI,00929,3,2018-07-25,General Election,Contested,National,Punjab,173,Bahawalpur-IV,389937,218462,0.5602,0.560249476197437,210077,210077,8413,Pakistan Peoples Party Parliamentarians,44923,0.213840639384607,Loss,TRUE,uuid:f281a00c-6abb-44b8-9064-38c75cea2e61,uid
2091,NA-173,MALIK YASIR YAR WARAN,00930,4,2018-07-25,General Election,Contested,National,Punjab,173,Bahawalpur-IV,389937,218462,0.5602,0.560249476197437,210077,210077,8413,Independent,6436,0.0306363857061934,Loss,TRUE,uuid:f594e82e-0841-450e-8e43-cbc9332e680b,uid
2092,NA-173,RUKHSANA JABEEN,00933,5,2018-07-25,General Election,Contested,National,Punjab,173,Bahawalpur-IV,389937,218462,0.5602,0.560249476197437,210077,210077,8413,Tehreek-e-Labbaik Pakistan,6040,0.0287513625956197,Loss,TRUE,uuid:0cda5a7a-80d2-46b2-8739-fe5f16bd59b3,uid
2093,NA-173,Sahibzada Shahzain Abbasi,00934,6,2018-07-25,General Election,Contested,National,Punjab,173,Bahawalpur-IV,389937,218462,0.5602,0.560249476197437,210077,210077,8413,Independent,3446,0.0164035091894877,Loss,TRUE,uuid:8263d70f-4303-4395-b424-2f951b5c3706,uid
2094,NA-173,MUHAMMAD JAMIL,00932,7,2018-07-25,General Election,Contested,National,Punjab,173,Bahawalpur-IV,389937,218462,0.5602,0.560249476197437,210077,210077,8413,Independent,2651,0.0126191824902298,Loss,TRUE,uuid:42bc9f32-7409-4eb9-83af-a192ab0967c2,uid
2095,NA-174,Makhdoom Syed Sami ul Hassan Gillani,00937,1,2018-07-25,General Election,Contested,National,Punjab,174,Bahawalpur-V,368433,194025,0.5268,0.526622208108394,187240,187240,6935,Pakistan Tehreek-e-Insaf,63976,0.341679128391369,Win,TRUE,uuid:f0ad432a-2027-4e23-82b8-33a2138bbd90,uid
2096,NA-174,PRINCE BAHAWAL ABBAS ABBASI,00940,2,2018-07-25,General Election,Contested,National,Punjab,174,Bahawalpur-V,368433,194025,0.5268,0.526622208108394,187240,187240,6935,Independent,58124,0.310425122837001,Loss,TRUE,uuid:7fed237c-326c-44e8-8ab7-4b4a72772417,uid
2097,NA-174,Makhdoom Syed Ali Hassan Gillani,00936,3,2018-07-25,General Election,Contested,National,Punjab,174,Bahawalpur-V,368433,194025,0.5268,0.526622208108394,187240,187240,6935,Pakistan Peoples Party Parliamentarians,51375,0.274380474257637,Loss,TRUE,uuid:63a39537-8d6d-4c79-a15e-6a4151eaedeb,uid
2098,NA-174,MALIK KHALID MEHMOOD BABAR,00938,4,2018-07-25,General Election,Contested,National,Punjab,174,Bahawalpur-V,368433,194025,0.5268,0.526622208108394,187240,187240,6935,Independent,7572,0.0404400769066439,Loss,TRUE,uuid:8217e86a-9da2-440b-81c9-dc66975b7be3,uid
2099,NA-174,ARIF AZIZ SHEIKH,00935,5,2018-07-25,General Election,Contested,National,Punjab,174,Bahawalpur-V,368433,194025,0.5268,0.526622208108394,187240,187240,6935,Independent,2720,0.0145268105105747,Loss,TRUE,uuid:6da67c37-0423-4cad-95cc-1e3382934710,uid
2100,NA-174,RAHEEM BAKHSH,00941,6,2018-07-25,General Election,Contested,National,Punjab,174,Bahawalpur-V,368433,194025,0.5268,0.526622208108394,187240,187240,6935,Independent,1294,0.00691091647083956,Loss,TRUE,uuid:b7e2f1d7-bf9d-427f-b71b-f5c5e300efb3,uid
2101,NA-174,SHEHREEN ARSHAD,00943,7,2018-07-25,General Election,Contested,National,Punjab,174,Bahawalpur-V,368433,194025,0.5268,0.526622208108394,187240,187240,6935,Independent,812,0.0043366801965392,Loss,TRUE,uuid:d5ee6207-eff4-407b-8021-a52d183b6028,uid
2102,NA-174,MUHAMMAD SALEEM MUGHAL,00939,8,2018-07-25,General Election,Contested,National,Punjab,174,Bahawalpur-V,368433,194025,0.5268,0.526622208108394,187240,187240,6935,Independent,791,0.00422452467421491,Loss,TRUE,uuid:0633c555-f4f4-4a8a-a07e-06e959a75162,uid
2103,NA-174,Sajid Hussain,00942,9,2018-07-25,General Election,Contested,National,Punjab,174,Bahawalpur-V,368433,194025,0.5268,0.526622208108394,187240,187240,6935,Pakistan Quami Yakjehti Party,576,0.00307626575518052,Loss,FALSE,uuid:6a925ca3-1111-4a13-8d3c-51541cbe1ee4,cons_name
2104,NA-175,Syed Mobeen Ahmed,00952,1,2018-07-25,General Election,Contested,National,Punjab,175,RahimYar Khan-I,429706,242744,0.5649,0.564907169087702,237257,237257,6210,Pakistan Tehreek-e-Insaf,97347,0.410301908900475,Win,TRUE,uuid:6cfd9367-a884-4427-b443-a784c601eea2,uid
2105,NA-175,Khawaja Ghulam Rasool Kureja,00945,2,2018-07-25,General Election,Contested,National,Punjab,175,RahimYar Khan-I,429706,242744,0.5649,0.564907169087702,237257,237257,6210,Pakistan Peoples Party Parliamentarians,89292,0.376351382677856,Loss,TRUE,uuid:3cf8805e-6570-44f0-99ec-3fdb803e34eb,uid
2106,NA-175,Syed Hamid Saeed Kazmi,00951,3,2018-07-25,General Election,Contested,National,Punjab,175,RahimYar Khan-I,429706,242744,0.5649,0.564907169087702,237257,237257,6210,Independent,39514,0.166545138815715,Loss,TRUE,uuid:7853b34b-9ddc-418a-a367-94ec4bb62c40,uid
2107,NA-175,Khawaja Muhammad Asgher Koreja,00946,4,2018-07-25,General Election,Contested,National,Punjab,175,RahimYar Khan-I,429706,242744,0.5649,0.564907169087702,237257,237257,6210,Independent,4510,0.0190089228136578,Loss,TRUE,uuid:54bb73b2-2b72-462e-b1e7-54d73bf27f33,uid
2108,NA-175,Muhammad Ilyas,00948,5,2018-07-25,General Election,Contested,National,Punjab,175,RahimYar Khan-I,429706,242744,0.5649,0.564907169087702,237257,237257,6210,Independent,2097,0.00883851688253666,Loss,TRUE,uuid:6b33bc53-1c09-48f1-b8df-9a3616803b01,uid
2109,NA-175,Nazia Parveen,00950,6,2018-07-25,General Election,Contested,National,Punjab,175,RahimYar Khan-I,429706,242744,0.5649,0.564907169087702,237257,237257,6210,Tehreek-e-Labbaik Pakistan,1687,0.00711043299038595,Loss,TRUE,uuid:e1762471-bd5e-4191-b953-8524c382ce20,uid
2110,NA-175,Ghulam Mustafa Sabar,00944,7,2018-07-25,General Election,Contested,National,Punjab,175,RahimYar Khan-I,429706,242744,0.5649,0.564907169087702,237257,237257,6210,Muttahida Majlis-e-Amal Pakistan,1592,0.00671002330805835,Loss,TRUE,uuid:98fc89b4-3c4f-4196-a8fc-ff9d8bb198a0,uid
2111,NA-175,Muhammad Zubair,00949,8,2018-07-25,General Election,Contested,National,Punjab,175,RahimYar Khan-I,429706,242744,0.5649,0.564907169087702,237257,237257,6210,Independent,774,0.00326228520127963,Loss,TRUE,uuid:907b47a1-7e6c-4dcb-b981-9fd76ad475b3,uid
2112,NA-175,Mian Faiz Ul Hassan,00947,9,2018-07-25,General Election,Contested,National,Punjab,175,RahimYar Khan-I,429706,242744,0.5649,0.564907169087702,237257,237257,6210,Independent,444,0.00187138841003637,Loss,TRUE,uuid:98b0fb6a-f2ce-4e35-9514-c7a13160c469,uid
2113,NA-176,SHEIKH FAYYAZ UD DIN,00962,1,2018-07-25,General Election,Contested,National,Punjab,176,RahimYar Khan-II,394282,216229,0.5484,0.548412050258444,211313,211313,5136,Pakistan Muslim League (N),78590,0.371912755012706,Win,TRUE,uuid:af78e5b7-7306-4d99-919c-e2686bd59438,uid
2114,NA-176,MIAN GHOUS MUHAMMAD,00959,2,2018-07-25,General Election,Contested,National,Punjab,176,RahimYar Khan-II,394282,216229,0.5484,0.548412050258444,211313,211313,5136,Pakistan Tehreek-e-Insaf,59936,0.283636122718432,Loss,TRUE,uuid:4d4a7f6a-8391-4635-80a7-81cf94408859,uid
2115,NA-176,SYED TANVIR HUSSAIN,00964,3,2018-07-25,General Election,Contested,National,Punjab,176,RahimYar Khan-II,394282,216229,0.5484,0.548412050258444,211313,211313,5136,Pakistan Peoples Party Parliamentarians,39954,0.189074974090567,Loss,FALSE,NA,NA
2116,NA-176,MUHAMMAD AZHAR,00960,4,2018-07-25,General Election,Contested,National,Punjab,176,RahimYar Khan-II,394282,216229,0.5484,0.548412050258444,211313,211313,5136,Independent,23560,0.111493377123036,Loss,FALSE,NA,NA
2117,NA-176,AMMAD UD DIN,00953,5,2018-07-25,General Election,Contested,National,Punjab,176,RahimYar Khan-II,394282,216229,0.5484,0.548412050258444,211313,211313,5136,Independent,5020,0.0237562289116145,Loss,TRUE,uuid:9859d68e-661f-440a-aac9-ca8b06c2c299,uid
2118,NA-176,Hafiz Muhammad Tahir Zeeshan,00956,6,2018-07-25,General Election,Contested,National,Punjab,176,RahimYar Khan-II,394282,216229,0.5484,0.548412050258444,211313,211313,5136,Independent,1147,0.00542796704414778,Loss,TRUE,uuid:f564cfbf-28e2-4f5f-abd6-eecb1be685a7,uid
2119,NA-176,CHAUDHRY MUHAMMAD EJAZ SHAFI,00955,7,2018-07-25,General Election,Contested,National,Punjab,176,RahimYar Khan-II,394282,216229,0.5484,0.548412050258444,211313,211313,5136,Independent,979,0.00463293786941646,Loss,TRUE,uuid:713233c1-4a9d-4a1a-beb0-5db0824e94ab,uid
2120,NA-176,MUHAMMAD MAJEED,00961,8,2018-07-25,General Election,Contested,National,Punjab,176,RahimYar Khan-II,394282,216229,0.5484,0.548412050258444,211313,211313,5136,Pakistan Supreme Democratic,708,0.00335048009351057,Loss,TRUE,uuid:eabbb52d-1ab0-45f0-aa73-507d1b6f34c0,uid
2121,NA-176,JUNAID RIAZ,00957,9,2018-07-25,General Election,Contested,National,Punjab,176,RahimYar Khan-II,394282,216229,0.5484,0.548412050258444,211313,211313,5136,Independent,547,0.00258857713439306,Loss,TRUE,uuid:5b21bf52-f29d-4c4d-875d-4b9b20426bd8,uid
2122,NA-176,SYED MUHAMMAD ABID SHAH,00963,10,2018-07-25,General Election,Contested,National,Punjab,176,RahimYar Khan-II,394282,216229,0.5484,0.548412050258444,211313,211313,5136,Independent,348,0.00164684614765774,Loss,FALSE,NA,NA
2123,NA-176,CHAUDHRY MUHAMMAD AKMAL SIDDIQUE,00954,11,2018-07-25,General Election,Contested,National,Punjab,176,RahimYar Khan-II,394282,216229,0.5484,0.548412050258444,211313,211313,5136,Independent,333,0.00157586139991387,Loss,TRUE,uuid:286924c0-8358-4450-b740-e0a096a6fd38,uid
2124,NA-176,MIAN ABDUS SATTAR,00958,12,2018-07-25,General Election,Contested,National,Punjab,176,RahimYar Khan-II,394282,216229,0.5484,0.548412050258444,211313,211313,5136,Independent,191,9.03872454605254e-4,Loss,FALSE,NA,NA
2125,NA-177,Makhdoom Khusro Bukhtyar,00968,1,2018-07-25,General Election,Contested,National,Punjab,177,RahimYar Khan-III,409141,223836,0.5471,0.547087678819771,216778,216778,7118,Pakistan Tehreek-e-Insaf,100804,0.465010287021746,Win,TRUE,uuid:321f8907-fd92-4e83-a5fc-769656664711,uid
2126,NA-177,Makhdoom Shahab ud Din,00970,2,2018-07-25,General Election,Contested,National,Punjab,177,RahimYar Khan-III,409141,223836,0.5471,0.547087678819771,216778,216778,7118,Pakistan Peoples Party Parliamentarians,64660,0.298277500484367,Loss,TRUE,uuid:43722e34-1b04-4443-9aa5-d6b6d5e3f4ef,uid
2127,NA-177,Makhdoom Moeen ud Din Ali,00969,3,2018-07-25,General Election,Contested,National,Punjab,177,RahimYar Khan-III,409141,223836,0.5471,0.547087678819771,216778,216778,7118,Pakistan Muslim League (N),31848,0.146915277380546,Loss,TRUE,uuid:750e5fff-c2ca-4da8-a9ba-1339e366b6d6,uid
2128,NA-177,Nazir Ahmed,00973,4,2018-07-25,General Election,Contested,National,Punjab,177,RahimYar Khan-III,409141,223836,0.5471,0.547087678819771,216778,216778,7118,Independent,4097,0.0188995193239166,Loss,TRUE,uuid:356d9496-f7b6-4381-8f3a-a6eb2f844ad5,uid
2129,NA-177,Makhdoom Imad ud Din Hashmi,00967,5,2018-07-25,General Election,Contested,National,Punjab,177,RahimYar Khan-III,409141,223836,0.5471,0.547087678819771,216778,216778,7118,Independent,3304,0.0152413990349574,Loss,TRUE,uuid:32c2e2cb-bb4e-46a1-9bda-3d2312c0fae8,uid
2130,NA-177,Rukhsana Kousar,00974,6,2018-07-25,General Election,Contested,National,Punjab,177,RahimYar Khan-III,409141,223836,0.5471,0.547087678819771,216778,216778,7118,Tehreek-e-Labbaik Pakistan,3299,0.0152183339637786,Loss,TRUE,uuid:f42c98f2-0754-4fbb-a451-ed87a8fa3477,uid
