id,constituency_code,candidate_name,uid,candidate_rank,election_date,election_type,contest_status,assembly,province,constituency_number,constituency_name,voter_reg,votes_polled,turnout,turnout_calc,valid_votes,valid_calc,votes_disq,candidate_party,candidate_votes,candidate_share,outcome,found_initially,key,match
2131,NA-177,Sardar Muhammad Nawaz Khan,00975,7,2018-07-25,General Election,Contested,National,Punjab,177,RahimYar Khan-III,409141,223836,0.5471,0.547087678819771,216778,216778,7118,Independent,2710,0.0125012685789148,Loss,TRUE,uuid:3e208e8c-200c-40a8-b6df-6ba7d1926185,uid
2132,NA-177,Jamshed Ahmed,00966,8,2018-07-25,General Election,Contested,National,Punjab,177,RahimYar Khan-III,409141,223836,0.5471,0.547087678819771,216778,216778,7118,Pakistan Awami Raj,2120,0.00977959017981529,Loss,TRUE,uuid:24f0a30e-ed5e-42d7-9505-8bb7d59b2779,uid
2133,NA-177,Ghulam Kibria,00965,9,2018-07-25,General Election,Contested,National,Punjab,177,RahimYar Khan-III,409141,223836,0.5471,0.547087678819771,216778,216778,7118,Muttahida Majlis-e-Amal Pakistan,2091,0.0096458127669782,Loss,TRUE,uuid:1c253288-1896-47fd-b2bb-79446c1c957f,uid
2134,NA-177,Syed Ibrar Hussain Shah,00976,10,2018-07-25,General Election,Contested,National,Punjab,177,RahimYar Khan-III,409141,223836,0.5471,0.547087678819771,216778,216778,7118,Independent,1238,0.00571091162387327,Loss,TRUE,uuid:1ce645a1-bf74-48b6-9990-38354594c7e8,uid
2135,NA-177,Muhammad Ahsan Abid,00972,11,2018-07-25,General Election,Contested,National,Punjab,177,RahimYar Khan-III,409141,223836,0.5471,0.547087678819771,216778,216778,7118,Independent,309,0.00142542139885044,Loss,TRUE,uuid:8c38e261-f48b-4830-920d-bee28a51c8c8,uid
2136,NA-177,Makhdoom Tahir Rashid ud Din,00971,12,2018-07-25,General Election,Contested,National,Punjab,177,RahimYar Khan-III,409141,223836,0.5471,0.547087678819771,216778,216778,7118,Independent,298,0.00137467824225706,Loss,TRUE,uuid:d12c7744-11fc-418c-bc67-8585296cb4b9,uid
2137,NA-178,SYED MUSTAFA MAHMUD,00980,1,2018-07-25,General Election,Contested,National,Punjab,178,RahimYar Khan-IV,363566,204307,0.0562,0.561952987903159,197472,197472,6972,Pakistan Peoples Party Parliamentarians,93394,0.47294806352293,Win,TRUE,uuid:d05f4193-4997-4f40-b1aa-9aa2015b303c,uid
2138,NA-178,MUHAMMAD TARIQ,00978,2,2018-07-25,General Election,Contested,National,Punjab,178,RahimYar Khan-IV,363566,204307,0.0562,0.561952987903159,197472,197472,6972,Pakistan Muslim League (N),51316,0.259864689677524,Loss,FALSE,uuid:03eb44ab-984a-4b96-b21d-fa7b69374566,cons_name
2139,NA-178,RAIS MUHAMMAD MAHBOOB AHMED,00979,3,2018-07-25,General Election,Contested,National,Punjab,178,RahimYar Khan-IV,363566,204307,0.0562,0.561952987903159,197472,197472,6972,Pakistan Tehreek-e-Insaf,49049,0.248384581105169,Loss,FALSE,uuid:458740ed-b60d-488e-8174-0563817dd0ab,fuzzy
2140,NA-178,Muhammad Safder Khan Laghari,00977,4,2018-07-25,General Election,Contested,National,Punjab,178,RahimYar Khan-IV,363566,204307,0.0562,0.561952987903159,197472,197472,6972,Independent,3713,0.0188026656943769,Loss,FALSE,uuid:71399e35-4d2c-4e02-8a55-217bb44b8d1b,fuzzy
2141,NA-179,JAVED IQBAL,00986,1,2018-07-25,General Election,Contested,National,Punjab,179,RahimYar Khan-V,442531,253343,0.5725,0.57248644727714,249482,249482,4119,Pakistan Tehreek-e-Insaf,110877,0.444428856590856,Win,TRUE,uuid:38918d2e-0860-4a3e-b8df-3ee4753e80e0,uid
2142,NA-179,MIAN IMTIAZ AHMAD,00987,2,2018-07-25,General Election,Contested,National,Punjab,179,RahimYar Khan-V,442531,253343,0.5725,0.57248644727714,249482,249482,4119,Pakistan Muslim League (N),88871,0.356222092174987,Loss,TRUE,uuid:8c4e7d80-511d-4217-9872-eae55d8ec2a3,uid
2143,NA-179,MUHAMMAD AAMIR SHAHBAZ,00988,3,2018-07-25,General Election,Contested,National,Punjab,179,RahimYar Khan-V,442531,253343,0.5725,0.57248644727714,249482,249482,4119,Pakistan Peoples Party Parliamentarians,35712,0.143144595602088,Loss,FALSE,uuid:5447ab63-e833-4b0b-9a99-03c64f6b3c6b,fuzzy
2144,NA-179,NOOR AHMAD SIALL,00989,4,2018-07-25,General Election,Contested,National,Punjab,179,RahimYar Khan-V,442531,253343,0.5725,0.57248644727714,249482,249482,4119,Muttahida Majlis-e-Amal Pakistan,3852,0.0154399916627252,Loss,TRUE,uuid:fdc5b69e-7120-4622-8455-5826fdaa9476,uid
2145,NA-179,HAFIZA FARAH NAZ,00984,5,2018-07-25,General Election,Contested,National,Punjab,179,RahimYar Khan-V,442531,253343,0.5725,0.57248644727714,249482,249482,4119,Tehreek-e-Labbaik Pakistan,3218,0.0128987261606048,Loss,TRUE,uuid:cda63a7f-b81b-4699-8644-b7bc3a526f25,uid
2146,NA-179,Shahid Hameed,00992,6,2018-07-25,General Election,Contested,National,Punjab,179,RahimYar Khan-V,442531,253343,0.5725,0.57248644727714,249482,249482,4119,Allah-o-Akbar Tehreek,2012,0.00806471007928428,Loss,TRUE,uuid:a38b6d4c-58b8-4d93-ae91-414ce440521b,uid
2147,NA-179,QAMAR JAVED,00990,7,2018-07-25,General Election,Contested,National,Punjab,179,RahimYar Khan-V,442531,253343,0.5725,0.57248644727714,249482,249482,4119,Independent,1872,0.00750354735010943,Loss,TRUE,uuid:455dc31f-6a16-4bbb-a112-6a7db4673c2f,uid
2148,NA-179,Javed Iqbal,00985,8,2018-07-25,General Election,Contested,National,Punjab,179,RahimYar Khan-V,442531,253343,0.5725,0.57248644727714,249482,249482,4119,Independent,1852,0.00742338124594159,Loss,FALSE,uuid:b974bae5-8397-485a-8b0b-2894c2fe8522,fuzzy
2149,NA-179,ALI AHMED SHAH,00982,9,2018-07-25,General Election,Contested,National,Punjab,179,RahimYar Khan-V,442531,253343,0.5725,0.57248644727714,249482,249482,4119,Tehreek-e-Labbaik Islam,502,0.00201216921461268,Loss,TRUE,uuid:a3b7a063-8d03-41ca-89b0-794dab2d8deb,uid
2150,NA-179,SAJID IQBAL,00991,10,2018-07-25,General Election,Contested,National,Punjab,179,RahimYar Khan-V,442531,253343,0.5725,0.57248644727714,249482,249482,4119,Independent,346,0.00138687360210356,Loss,TRUE,uuid:d40f269a-a313-496a-b74d-ba04dd864f05,uid
2151,NA-179,AZAM SHABBIR,00983,11,2018-07-25,General Election,Contested,National,Punjab,179,RahimYar Khan-V,442531,253343,0.5725,0.57248644727714,249482,249482,4119,Independent,257,0.00103013443855669,Loss,TRUE,uuid:df6f3165-387b-48c1-bf1f-116d99e37b02,uid
2152,NA-179,ABDUL RASHEED AHMAD,00981,12,2018-07-25,General Election,Contested,National,Punjab,179,RahimYar Khan-V,442531,253343,0.5725,0.57248644727714,249482,249482,4119,Pakistan Tehreek-e-Insaf Nazriati,111,4.44921878131488e-4,Loss,FALSE,NA,NA
2153,NA-180,Syed Murtaza Mahmud,01016,1,2018-07-25,General Election,Contested,National,Punjab,180,RahimYar Khan-VI,386772,227640,0.5886,0.588563805032422,221120,221120,7205,Pakistan Peoples Party Parliamentarians,72062,0.325895441389291,Win,TRUE,uuid:b90e3889-6cf8-4169-950c-c248cc90d4b5,uid
2154,NA-180,MUHAMMAD ARSHAD KHAN LEGHARI,01010,2,2018-07-25,General Election,Contested,National,Punjab,180,RahimYar Khan-VI,386772,227640,0.5886,0.588563805032422,221120,221120,7205,Pakistan Muslim League (N),55085,0.249118125904486,Loss,FALSE,NA,NA
2155,NA-180,Sardar Rafique Haider khan Laghari,01015,3,2018-07-25,General Election,Contested,National,Punjab,180,RahimYar Khan-VI,386772,227640,0.5886,0.588563805032422,221120,221120,7205,Pakistan Tehreek-e-Insaf,46621,0.210840267727931,Loss,TRUE,uuid:e29b44e4-244f-48ee-903c-41ff88be240c,uid
2156,NA-180,NADEEM ABBAS CHEEMA,01012,4,2018-07-25,General Election,Contested,National,Punjab,180,RahimYar Khan-VI,386772,227640,0.5886,0.588563805032422,221120,221120,7205,Independent,37298,0.168677641099855,Loss,TRUE,uuid:d8442aa6-8203-4c3e-84a1-f57b0c79be7c,uid
2157,NA-180,Nazim Hussain Saeed,01013,5,2018-07-25,General Election,Contested,National,Punjab,180,RahimYar Khan-VI,386772,227640,0.5886,0.588563805032422,221120,221120,7205,Tehreek-e-Labbaik Pakistan,4717,0.0213323082489146,Loss,FALSE,uuid:b54074cb-6cd7-4eeb-89ca-4df49286abf7,fuzzy
2158,NA-180,Tahir Ali,01017,6,2018-07-25,General Election,Contested,National,Punjab,180,RahimYar Khan-VI,386772,227640,0.5886,0.588563805032422,221120,221120,7205,Allah-o-Akbar Tehreek,1558,0.0070459479015919,Loss,TRUE,uuid:767188da-72ff-40db-a143-eb14e739959b,uid
2159,NA-180,SAGHEER ABBAS,01014,7,2018-07-25,General Election,Contested,National,Punjab,180,RahimYar Khan-VI,386772,227640,0.5886,0.588563805032422,221120,221120,7205,Independent,1036,0.00468523878437048,Loss,TRUE,uuid:5b584d2a-7f7e-45fb-a816-8de5e4025e09,uid
2160,NA-180,Muhammad Akram,01008,8,2018-07-25,General Election,Contested,National,Punjab,180,RahimYar Khan-VI,386772,227640,0.5886,0.588563805032422,221120,221120,7205,Pakistan Tehreek-e-Insaf Nazriati,856,0.0038712011577424,Loss,TRUE,uuid:8b96f586-96a4-4ff7-8b2b-6b533b1e60fe,uid
2161,NA-180,MUHAMMAD SAFDAR KHAN LEGHARI,01011,9,2018-07-25,General Election,Contested,National,Punjab,180,RahimYar Khan-VI,386772,227640,0.5886,0.588563805032422,221120,221120,7205,Independent,705,0.00318831403762663,Loss,TRUE,uuid:5985e46f-360e-48c8-a356-3ca8c5c80e9d,uid
2162,NA-180,Muhammad Arshad,01009,10,2018-07-25,General Election,Contested,National,Punjab,180,RahimYar Khan-VI,386772,227640,0.5886,0.588563805032422,221120,221120,7205,Independent,629,0.00284460926193922,Loss,TRUE,uuid:8cfd91c8-2517-4dde-8cac-0ea5fc38c8a8,uid
2163,NA-180,Hafiz Asif Rasheed,01007,11,2018-07-25,General Election,Contested,National,Punjab,180,RahimYar Khan-VI,386772,227640,0.5886,0.588563805032422,221120,221120,7205,Independent,427,0.00193107814761216,Loss,TRUE,NA,NA
2164,NA-180,Chaudhary Muhammad Shafique Anwar,01006,12,2018-07-25,General Election,Contested,National,Punjab,180,RahimYar Khan-VI,386772,227640,0.5886,0.588563805032422,221120,221120,7205,Independent,126,5.69826338639653e-4,Loss,TRUE,uuid:e4cd660b-8f5b-4861-aadb-4e194acdd70d,uid
2165,NA-181,Muhammad Shabbir Ali,01028,1,2018-07-25,General Election,Contested,National,Punjab,181,Muzaffargarh-I,326617,204342,0.6256,0.625631856272025,198445,198445,6396,Independent,64154,0.323283529441407,Win,TRUE,uuid:6ad35e15-b391-4ac8-9a5b-30558bb3860a,uid
2166,NA-181,Malik Sulatan Mehmood,01025,2,2018-07-25,General Election,Contested,National,Punjab,181,Muzaffargarh-I,326617,204342,0.6256,0.625631856272025,198445,198445,6396,Independent,54484,0.274554662500945,Loss,TRUE,uuid:e4df5268-00d2-4f95-b082-b9109d4636fa,uid
2167,NA-181,Malik Ghulam Mustafa Khar,01024,3,2018-07-25,General Election,Contested,National,Punjab,181,Muzaffargarh-I,326617,204342,0.6256,0.625631856272025,198445,198445,6396,Pakistan Tehreek-e-Insaf,48975,0.246793821965784,Loss,TRUE,uuid:99710b9d-073b-459d-8cb9-58b723bcab20,uid
2168,NA-181,Ihsan ul Haq Ahsan,01022,4,2018-07-25,General Election,Contested,National,Punjab,181,Muzaffargarh-I,326617,204342,0.6256,0.625631856272025,198445,198445,6396,Pakistan Peoples Party Parliamentarians,19620,0.0988687041749603,Loss,TRUE,uuid:17113f0c-ec0f-4ac1-b94b-ca290bff3c85,uid
2169,NA-181,Muhammad Ashraf khan Rind,01026,5,2018-07-25,General Election,Contested,National,Punjab,181,Muzaffargarh-I,326617,204342,0.6256,0.625631856272025,198445,198445,6396,Independent,3845,0.019375645644889,Loss,TRUE,uuid:1fc363e2-3308-45cf-9f8c-b0d58576d578,uid
2170,NA-181,Muhammad Sajjad Shahid,01027,6,2018-07-25,General Election,Contested,National,Punjab,181,Muzaffargarh-I,326617,204342,0.6256,0.625631856272025,198445,198445,6396,Independent,3397,0.0171180931744312,Loss,TRUE,uuid:8fc9f35b-3271-4255-9878-be0e1bfbc023,uid
2171,NA-181,Benazir Fatima,01019,7,2018-07-25,General Election,Contested,National,Punjab,181,Muzaffargarh-I,326617,204342,0.6256,0.625631856272025,198445,198445,6396,Allah-o-Akbar Tehreek,1330,0.00670210889667162,Loss,TRUE,uuid:a7ae5580-7126-4864-92a0-6ea9097ba72a,uid
2172,NA-181,Ahmad Yar,01018,8,2018-07-25,General Election,Contested,National,Punjab,181,Muzaffargarh-I,326617,204342,0.6256,0.625631856272025,198445,198445,6396,Independent,1069,0.00538688301544509,Loss,TRUE,uuid:8f362d52-90f6-4c4a-87df-aba833df157a,uid
2173,NA-181,Farooq ur Rehman,01020,9,2018-07-25,General Election,Contested,National,Punjab,181,Muzaffargarh-I,326617,204342,0.6256,0.625631856272025,198445,198445,6396,Independent,753,0.00379450225503288,Loss,TRUE,uuid:8c153426-7d27-4b85-9a62-b7ecffbe98de,uid
2174,NA-181,Khalida Perveen,01023,10,2018-07-25,General Election,Contested,National,Punjab,181,Muzaffargarh-I,326617,204342,0.6256,0.625631856272025,198445,198445,6396,Independent,616,0.00310413464687949,Loss,TRUE,uuid:2440e2ea-cc6a-4d72-8201-119ab2cbea97,uid
2175,NA-181,Iftikhar Ali,01021,11,2018-07-25,General Election,Contested,National,Punjab,181,Muzaffargarh-I,326617,204342,0.6256,0.625631856272025,198445,198445,6396,Pakistan National Muslim League,202,0.00101791428355464,Loss,TRUE,uuid:114c0e44-6f88-4079-9113-932adb2cd694,uid
2176,NA-182,Mahar Irshad Ahmad Khan,01033,1,2018-07-25,General Election,Contested,National,Punjab,182,Muzaffargarh-II,334653,204090,0.6099,0.609855581751844,197834,197834,6490,Pakistan Peoples Party Parliamentarians,53094,0.268376517686545,Win,TRUE,uuid:e4ee209c-bec4-4b5c-b3ae-20821a880960,uid
2177,NA-182,Jamshed Ahmed,01032,2,2018-07-25,General Election,Contested,National,Punjab,182,Muzaffargarh-II,334653,204090,0.6099,0.609855581751844,197834,197834,6490,Pakistan Awami Raj,50618,0.255860974352235,Loss,TRUE,uuid:2f08bbb2-2f39-43a9-8e3f-1bb7e724bc3d,uid
2178,NA-182,Hammad Nawaz Khan,01030,3,2018-07-25,General Election,Contested,National,Punjab,182,Muzaffargarh-II,334653,204090,0.6099,0.609855581751844,197834,197834,6490,Pakistan Muslim League (N),47676,0.240989920842727,Loss,TRUE,uuid:5b184cef-bf51-4f51-9998-0aa9043c4c58,uid
2179,NA-182,Tehmina Dasti,01044,4,2018-07-25,General Election,Contested,National,Punjab,182,Muzaffargarh-II,334653,204090,0.6099,0.609855581751844,197834,197834,6490,Pakistan Tehreek-e-Insaf,33942,0.171568082331652,Loss,TRUE,uuid:8dacb33c-48dd-43a6-bceb-6b6f6552b556,uid
2180,NA-182,Syed Chiragh Ali Gilani,01043,5,2018-07-25,General Election,Contested,National,Punjab,182,Muzaffargarh-II,334653,204090,0.6099,0.609855581751844,197834,197834,6490,Tehreek-e-Labbaik Pakistan,6620,0.0334623977678256,Loss,TRUE,uuid:be52d564-84c1-4a49-af9a-4b54277d607f,uid
2181,NA-182,Amaan Ullah,01029,6,2018-07-25,General Election,Contested,National,Punjab,182,Muzaffargarh-II,334653,204090,0.6099,0.609855581751844,197834,197834,6490,Independent,1238,0.00625777166715529,Loss,TRUE,uuid:4546d2df-20d4-4496-8f29-09aacc2610b3,uid
2182,NA-182,Muhammad Hussain,01035,7,2018-07-25,General Election,Contested,National,Punjab,182,Muzaffargarh-II,334653,204090,0.6099,0.609855581751844,197834,197834,6490,Independent,1139,0.00575735212349748,Loss,TRUE,uuid:7c7ed9e9-8a09-491c-bc60-1f764086d269,uid
2183,NA-182,Rana Mushtaq Ahmed,01042,8,2018-07-25,General Election,Contested,National,Punjab,182,Muzaffargarh-II,334653,204090,0.6099,0.609855581751844,197834,197834,6490,Independent,954,0.00482222469342985,Loss,TRUE,uuid:0eb63c47-4524-464e-a563-688ef3c80fef,uid
2184,NA-182,Muhammad Yousif,01039,9,2018-07-25,General Election,Contested,National,Punjab,182,Muzaffargarh-II,334653,204090,0.6099,0.609855581751844,197834,197834,6490,Independent,861,0.00435213360696341,Loss,TRUE,uuid:6464406a-f5e1-40fc-8309-a7c15969bbcf,uid
2185,NA-182,Muhammad Yaseen,01038,10,2018-07-25,General Election,Contested,National,Punjab,182,Muzaffargarh-II,334653,204090,0.6099,0.609855581751844,197834,197834,6490,Independent,690,0.00348777257700901,Loss,TRUE,uuid:4696220e-3006-401c-a14d-658596b800a2,uid
2186,NA-182,Imtiaz Hussain,01031,11,2018-07-25,General Election,Contested,National,Punjab,182,Muzaffargarh-II,334653,204090,0.6099,0.609855581751844,197834,197834,6490,Independent,267,0.00134961634501653,Loss,TRUE,uuid:9f070984-9bcf-468e-a350-f1b9b6dbcfb9,uid
2187,NA-182,Mehnaz Saeed,01034,12,2018-07-25,General Election,Contested,National,Punjab,182,Muzaffargarh-II,334653,204090,0.6099,0.609855581751844,197834,197834,6490,Independent,259,0.00130917840209469,Loss,TRUE,uuid:43855d04-b55f-4d1a-b4ad-305d985635c4,uid
2188,NA-182,Nawab Zada Muhammad Ahmad Khan Babar,01040,13,2018-07-25,General Election,Contested,National,Punjab,182,Muzaffargarh-II,334653,204090,0.6099,0.609855581751844,197834,197834,6490,Independent,167,8.44142058493484e-4,Loss,TRUE,uuid:71f95636-d81c-49d2-9478-0fb50bdb4ae1,uid
2189,NA-182,Muhammad Naeem Akhtar,01037,14,2018-07-25,General Election,Contested,National,Punjab,182,Muzaffargarh-II,334653,204090,0.6099,0.609855581751844,197834,197834,6490,Independent,158,7.9864937270641e-4,Loss,TRUE,uuid:38a6eb92-81cb-4475-b0cb-ae1b3ce9ac41,uid
2190,NA-182,Qayoom Nawaz Khan,01041,15,2018-07-25,General Election,Contested,National,Punjab,182,Muzaffargarh-II,334653,204090,0.6099,0.609855581751844,197834,197834,6490,Independent,78,3.94269943487975e-4,Loss,TRUE,uuid:5050d122-d7e5-4ad0-aa93-a224dc32b537,uid
2191,NA-182,Muhammad Kashif Fareed,01036,16,2018-07-25,General Election,Contested,National,Punjab,182,Muzaffargarh-II,334653,204090,0.6099,0.609855581751844,197834,197834,6490,Independent,73,3.68996229161823e-4,Loss,TRUE,uuid:45f1a9a3-bd6a-437f-9648-ef91271da7d9,uid
2192,NA-183,Raza Rabani Khar,01056,1,2018-07-25,General Election,Contested,National,Punjab,183,Muzaffargarh-III,335326,211991,0.6322,0.632193745787681,204627,204627,7662,Pakistan Peoples Party Parliamentarians,54960,0.268586256945564,Win,FALSE,NA,NA
2193,NA-183,Fiaz Hussain,01048,2,2018-07-25,General Election,Contested,National,Punjab,183,Muzaffargarh-III,335326,211991,0.6322,0.632193745787681,204627,204627,7662,Independent,39962,0.195291921398447,Loss,FALSE,NA,NA
2194,NA-183,Malik Muhammad Rafeeq Khar,01051,3,2018-07-25,General Election,Contested,National,Punjab,183,Muzaffargarh-III,335326,211991,0.6322,0.632193745787681,204627,204627,7662,Pakistan Tehreek-e-Insaf,36439,0.17807522956403599,Loss,FALSE,NA,NA
2195,NA-183,Allah Bachaya,01045,4,2018-07-25,General Election,Contested,National,Punjab,183,Muzaffargarh-III,335326,211991,0.6322,0.632193745787681,204627,204627,7662,Tehreek-e-Labbaik Pakistan,35174,0.17189324966891,Loss,FALSE,NA,NA
2196,NA-183,Tariq Ahmad Gormani,01059,5,2018-07-25,General Election,Contested,National,Punjab,183,Muzaffargarh-III,335326,211991,0.6322,0.632193745787681,204627,204627,7662,Independent,16677,0.0814995088624668,Loss,FALSE,NA,NA
2197,NA-183,Zulfiqar Ali Dasti,01060,6,2018-07-25,General Election,Contested,National,Punjab,183,Muzaffargarh-III,335326,211991,0.6322,0.632193745787681,204627,204627,7662,Independent,8031,0.0392470201879517,Loss,FALSE,NA,NA
2198,NA-183,Muhammad Arif Khan Baloch,01054,7,2018-07-25,General Election,Contested,National,Punjab,183,Muzaffargarh-III,335326,211991,0.6322,0.632193745787681,204627,204627,7662,Pakistan Muslim League (N),3067,0.0149882469077883,Loss,FALSE,NA,NA
2199,NA-183,Husnain Raza,01049,8,2018-07-25,General Election,Contested,National,Punjab,183,Muzaffargarh-III,335326,211991,0.6322,0.632193745787681,204627,204627,7662,Independent,2560,0.0125105680091093,Loss,FALSE,NA,NA
2200,NA-183,Imtiaz Hussain,01050,9,2018-07-25,General Election,Contested,National,Punjab,183,Muzaffargarh-III,335326,211991,0.6322,0.632193745787681,204627,204627,7662,Independent,2153,0.010521583173286,Loss,FALSE,NA,NA
2201,NA-183,Sadam Hussain,01057,10,2018-07-25,General Election,Contested,National,Punjab,183,Muzaffargarh-III,335326,211991,0.6322,0.632193745787681,204627,204627,7662,Independent,1494,0.00730108929906611,Loss,FALSE,NA,NA
2202,NA-183,Muhammad Ali Raza Khar,01053,11,2018-07-25,General Election,Contested,National,Punjab,183,Muzaffargarh-III,335326,211991,0.6322,0.632193745787681,204627,204627,7662,Independent,1220,0.00596206756684113,Loss,FALSE,NA,NA
2203,NA-183,Arshad Iqbal,01047,12,2018-07-25,General Election,Contested,National,Punjab,183,Muzaffargarh-III,335326,211991,0.6322,0.632193745787681,204627,204627,7662,Muttahida Majlis-e-Amal Pakistan,996,0.00486739286604407,Loss,FALSE,NA,NA
2204,NA-183,Amjad Noor Muhammad Khan,01046,13,2018-07-25,General Election,Contested,National,Punjab,183,Muzaffargarh-III,335326,211991,0.6322,0.632193745787681,204627,204627,7662,Independent,901,0.00440313350633103,Loss,FALSE,NA,NA
2205,NA-183,Muhamamd Saud,01052,14,2018-07-25,General Election,Contested,National,Punjab,183,Muzaffargarh-III,335326,211991,0.6322,0.632193745787681,204627,204627,7662,Independent,476,0.00232618373919375,Loss,FALSE,NA,NA
2206,NA-183,Muhammad Zeeshan Gurmani,01055,15,2018-07-25,General Election,Contested,National,Punjab,183,Muzaffargarh-III,335326,211991,0.6322,0.632193745787681,204627,204627,7662,Independent,370,0.00180816803256657,Loss,FALSE,NA,NA
2207,NA-183,Sajid Mehmood Ashraf,01058,16,2018-07-25,General Election,Contested,National,Punjab,183,Muzaffargarh-III,335326,211991,0.6322,0.632193745787681,204627,204627,7662,Independent,147,7.18380272398071e-4,Loss,FALSE,NA,NA
2208,NA-184,Nawabzada Iftakhar Ahmed Khan Babar,01072,1,2018-07-25,General Election,Contested,National,Punjab,184,Muzaffargarh-IV,355241,207885,0.5852,0.585194276561546,198935,198935,9380,Pakistan Peoples Party Parliamentarians,54879,0.275863975670445,Win,FALSE,uuid:e470a442-43d1-4225-8616-2fbb9757ff90,fuzzy
2209,NA-184,Malik Ahmed Kareem Qaswer Langrial,01067,2,2018-07-25,General Election,Contested,National,Punjab,184,Muzaffargarh-IV,355241,207885,0.5852,0.585194276561546,198935,198935,9380,Independent,41753,0.209882624978008,Loss,FALSE,uuid:030c2234-b0bd-430b-83e8-22a0f2b7f4b5,fuzzy
2210,NA-184,Jamshaid Ahmad,01065,3,2018-07-25,General Election,Contested,National,Punjab,184,Muzaffargarh-IV,355241,207885,0.5852,0.585194276561546,198935,198935,9380,Pakistan Awami Raj,40390,0.20303114082489301,Loss,TRUE,uuid:42ba7ab3-420d-4b78-a72a-693ec5d599b2,uid
