key,Enum_name,Type_Seat,Const_Number,UID,Candidate_Name,motor_cost,Motor Number
uuid:00d7d634-ffae-4846-8d19-088990838b20,Haider,PP,285,8318,Rashdia Naseem,-99,0
uuid:4291f21f-564d-4fdb-a0e2-44672b82a245,Haider,PP,285,8320,Mir Badsha Khan Qaiserani,-99,0
uuid:78eca7f0-75d9-41aa-8ff4-e736e9902be0,Haider,PP,285,8322,Shazad Hanif,-99,0
uuid:e19a5390-a26b-4d26-a45d-3299b5d1827d,Haider,PP,285,8323,Samoona Ambreen,-99,0
uuid:f8bb7ce1-20fb-48a8-ba4c-8d0ee935a87a,Haider,PP,286,-9999,Amjad Shabeer Lund,-99,0
uuid:e8e69f80-76ce-4028-abb4-cc5dcd12f0f8,Haider,PP,286,-9999,Javaid Akhtar,-99,0
uuid:4bbb5d10-11dd-43e8-b686-8d6d7ce3f01d,Haider,PP,286,-9999,Mahu Din,-99,0
uuid:3e093d65-cd6a-40f6-ac6a-4402e70b109d,Haider,PP,286,-9999,Mir Atique Rehman,-99,0
uuid:162963c3-651d-4890-b518-6c2ac017f5e2,Haider,PP,286,8325,Abdul Hafeez,-99,0
uuid:fd623ec2-2f36-4ad0-af2c-92cb0aae5a6b,Haider,PP,286,8327,Atta M Jafri,-99,0
uuid:a90d2f3f-9eef-4149-99dc-1cfcb975ff65,Haider,PP,286,8330,Khawaja Mudassir Mehmood,-99,0
uuid:f5f91f31-b4a7-4808-8bd8-b962030af0a0,Haider,PP,286,8331,Khawaja Moghees Ullah,-99,0
uuid:a2d2f260-348f-49ef-8c97-dcce737cca0b,Haider,PP,286,8335,Hayyat Buzdar Muhmmad,-99,0
uuid:f5f717ee-ac16-4b31-b9c4-c06e2aed4fed,Haider,PP,286,8338,Sardar Akram Khan,-99,0
uuid:d2b2e7ea-3156-4537-89b6-dbbafb1f589d,Haider,PP,286,8339,Tariq Mhmood Khan,-99,0
uuid:e62f8270-09ba-41ac-a7b0-ae0c88aa74dc,Haider,PP,287,-9999,Amjad Shabir Lund,-99,0
uuid:68ff7bbd-465f-4d9c-a392-a3198f51de3d,Haider,PP,287,-9999,Jamshaid Khalil Arif,-99,0
uuid:2ed03e59-094c-45d3-95e5-3770ea19a5f5,Haider,PP,287,-9999,Mahu Din,-99,0
uuid:e8f1cfdf-8dd5-4633-b328-5dbac10f498e,Haider,PP,287,-9999,Meer Attique Rehman,-99,0
uuid:a68d3822-e01a-4443-beaa-b5692c635f1e,Haider,PP,287,8344,Javed Akther,-99,0
uuid:16b168b4-9839-45a6-b492-2f800ad2b59a,Haider,PP,287,8348,Sami Ullah,-99,0
uuid:ea5748d0-1eb6-4c30-8f79-bcb843c06c2b,Haider,PP,288,8349,Abdul Hafeez,-99,0
uuid:bc09de0f-aa3d-4a62-9ccd-ac24465e9e1e,Haider,PP,288,8350,Asim Zubair Khosa,-99,0
uuid:aef4fac6-54be-4700-a40d-775c5ec80486,Haider,PP,288,8352,Irfan Ullah,-99,0
uuid:84ea6302-6f9b-4b9f-8b59-8972fbabd47e,Haider,PP,289,-9999,Dost Muhmmad Khan,-99,0
uuid:9445de21-b03b-48a5-be57-dc0973ea0810,Haider,PP,289,-9999,Liaqat Ali Rafiqe Sheikh,-99,0
uuid:ba7ce091-2c4f-4d90-a242-3dfd787e082e,Haider,PP,289,-9999,M Zulqarnain,-99,0
uuid:3a200fbe-0c7e-4598-8860-73ab45cb745c,Haider,PP,289,-9999,Mushtaq Khan,-99,0
uuid:1b497f3a-3df4-4637-89fd-282d939f77cb,Haider,PP,289,-9999,Nouman Ahmad,-99,0
uuid:eecc48ef-3db6-48ad-beb8-790270057171,Haider,PP,289,-9999,Parveen,-99,0
uuid:6fd6b7f1-351d-4d1b-bc2c-da651590874c,Awais Ehsaan,PP,289,-9999,Sumaira Ansari,-99,0
uuid:be2766b0-b1df-4589-8248-4b44ac6c2322,Haider,PP,289,-9999,Zareen Fatima,-99,0
uuid:d57a5aac-e20f-495b-88fe-ba88951c2f37,Haider,PP,289,8359,Hamayo Raza,-99,0
uuid:c3c6eb52-42a0-4f59-a023-3c839214a4de,Haider,PP,289,8361,M Hanif,-99,0
uuid:eda2d545-857c-4ef6-81f1-c1b068bcc2d4,Haider,PP,289,8365,Nadir Aslam Lugari,-99,0
uuid:e139aec1-322a-4e0d-9a2a-657b17fba81e,Haider,PP,289,8371,Syed Abdil Aleem,-99,0
uuid:a4bef6cc-d372-41ba-8f7b-b8006f530b94,Haider,PP,289,8372,Amir Fareed,-99,0
uuid:0a20d8a4-7570-4cfa-87ed-af217ba17b07,Haider,PP,289,8373,Syed Muneer Hussain,-99,0
uuid:59a5603a-ec4c-4085-a71c-25556a50d4ec,Haider,PP,290,-9999,Dost Muhmmad Khosa,-99,0
uuid:1ad34ea7-3716-49ce-957b-ef352cd83e0c,Haider,PP,290,-9999,Mal8K Muhmmad Ramzan,-99,0
uuid:c23c81b1-9ee1-41be-8371-12f3b434eba3,Haider,PP,290,-9999,Maqsood Ahmad Khan,-99,0
uuid:882fb013-75ac-4221-aa83-e4a98903b403,Haider,PP,290,-9999,Moh Yuddin Khan Khosa,-99,0
uuid:ac00e1ce-690b-4045-9855-2436f820c853,Haider,PP,290,-9999,Nouman Ahmad,-99,0
uuid:9756e82c-fa01-4757-bcc5-44932e4cbd94,Haider,PP,290,-9999,Yaya Babir,-99,0
uuid:379e7ee1-007c-4e04-917e-ce7406ccf661,Haider,PP,290,8394,M Hanif,-99,0
uuid:4b4fb8ae-8fe8-4e90-b988-2d685074840f,Haider,PP,290,8397,Mushtaq Hussain Bughl,-99,0
uuid:77fce544-01d2-4943-bf21-c2c2ed9e00e0,Haider,PP,291,-9999,M Arshad Malik,-99,0
uuid:66aaacc6-eb85-4d69-adf5-8328983abb52,Haider,PP,291,-9999,Malik Farukh Muneer,-99,0
uuid:c922dd36-e198-49ae-99ee-ecfb701fb51e,Haider,PP,291,8402,Gulam Sarwer,-99,0
uuid:1f1d3354-35a3-4b95-800b-73a296d3a5e7,Haider,PP,291,8404,M Aslam,-99,0
uuid:dc97d349-c127-40d3-9d7a-95ce215e4343,Haider,PP,291,8406,M Qasim Khan,-99,0
uuid:7509acc1-8936-4336-b37c-531683ba3190,Haider,PP,291,8407,M Rashid,-99,0
uuid:9f11d9e4-7174-46a0-8ed8-5c3172341d71,Haider,PP,291,8409,Mohiudin Khan Khosa,-99,0
uuid:475bc0f2-2360-4182-b9b6-8965063cd43c,Haider,PP,292,-9999,Hussain Abbas,-99,0
uuid:60812e42-3463-4908-9017-d352581850cf,Haider,PP,292,-9999,Saeed Ahmad Khan,-99,0
uuid:92c7adaa-2fdd-46e0-8578-358170d51b7d,Haider,PP,292,-9999,Sardar Jamal Khan,-99,0
uuid:442d94df-7e34-4ce8-ace9-d63b17862954,Haider,PP,292,8412,Mehboob Ahmad,-99,0
uuid:ea8b665b-f8db-460d-97ee-8968aa7e8615,Haider,PP,292,8413,M Naeem,-99,0
uuid:0b99a42b-d40e-4660-97c9-0d25fe4f6cd1,Haider,PP,292,8414,Awais Ahmad Leghari,-99,0
uuid:be60fa52-ab74-4560-bd50-8b6049ba8fe2,Fareeha,PP,293,-9999,Ishafaq Qadir Leghari,-99,0
uuid:2154a418-beea-49e9-8eb2-40d6ca57d546,Fareeha,PP,293,8419,Mehmood Ahmad,-99,0
uuid:66d3a73b-1930-41ec-9a2b-c0ccd3627f00,Fareeha,PP,293,8420,Muhammad Ajmal,0,0
uuid:9a845672-5018-4a3b-bc30-248138078908,Fareeha,PP,293,8422,Sardar Sher Ali Gorchani,0,0
uuid:71256f35-cc0d-4bc8-8844-93a9cca8debd,Fareeha,PP,294,8425,Allah Nawaz Khan,0,0
uuid:600a3d77-2ec1-40c2-853a-6cc0297fa0d6,Fareeha,PP,294,8428,Muhammad Bakhsh,0,0
uuid:e840ab3a-3c14-4817-a909-7cf810dcc676,Fareeha,PP,294,8431,Sardar Hasnain Bahadar Khan Dreshak,-99,0
uuid:1b870559-ae1e-48db-8857-be883f8191bf,Fareeha,PP,295,8437,Abdul Rasheed,0,0
uuid:2d121880-8e8a-4825-bc80-823f52df20da,Fareeha,PP,295,8438,Abdul Sattar,0,0
uuid:7574bdde-4060-45b9-85f7-fde2591c7cb8,Fareeha,PP,295,8443,Kaleem Ud Din Zia Koreja,0,0
uuid:a20e88d8-6049-47c2-ac4d-0da2c4eb0298,Fareeha,PP,295,8447,Sardar Farooq Aman Ullah Dreshak,-99,0
uuid:60c51d60-e2c3-4d81-8384-f4d195a20709,Fareeha,PP,295,8449,Sardar Pervez Iqbal Khan Gorchani,0,0
uuid:324d3e38-2725-488e-924f-a429ea7c0d4d,Fareeha,PP,295,8452,Syed Mujahid Abbas,0,0
uuid:07f97394-3d37-4a0a-9f3a-876e170d8ae8,Fareeha,PP,296,-9999,Fakhar Ullah Khan Kaleem,-99,0
uuid:2cb82f04-31fb-4dc7-ac01-94a1376b6356,Fareeha,PP,296,-9999,Kalewm Ud Din Zia,0,0
uuid:a1400098-c18c-43c1-ac84-b96f169cfd56,Fareeha,PP,296,-9999,Sardar Muhammad Yousaf Khan Gobal,0,0
uuid:f3020802-8870-414f-8f1c-010c2de65e84,Fareeha,PP,296,8454,Ch Muhammad Masood Akhtar,0,0
uuid:7604b2a0-d7dd-4cb8-8a95-3d056d38598b,Fareeha,PP,296,8455,Ghulam Mahyodin Urf Shabab,-99,0
uuid:8834b278-33ab-4795-8b63-eb1a3e4c1d98,Fareeha,PP,296,8457,Ijaz Hussain,0,0
uuid:82551aa6-7619-4e70-8939-5455dd4b519d,Fareeha,PP,296,8460,Sana Ullah,-99,0
uuid:0b962e23-a2c5-4238-aee8-43b760094a37,Fareeha,PP,297,-9999,Sardar Riaz Mehmood Khan Mazari,-99,0
uuid:8911c873-ad48-488a-a460-0d1b8d6cfaaa,Fareeha,PP,297,8465,Amjad Nawaz,0,0
uuid:98f9c5c9-aa50-4ed7-b886-b6fe4eaf500b,Fareeha,PP,297,8466,Ghous Bakhsh Khan Mazari,0,0
uuid:1f6809d8-37fa-441f-9112-ca0b090f7535,Mubassar,PS,1,-9999,Abdul Jabar,0,0
uuid:1f368f1a-5865-4435-a786-3f0736117106,Mubassar,PS,1,-9999,Koura,0,0
uuid:b90626a7-bccf-4277-b8b7-486811fbad71,Mubassar,PS,1,-9999,Liqat Ali,0,0
uuid:e6db0b61-4aab-4d98-9a9d-b11de4b91656,Mubassar,PS,1,-9999,Raja Khan,0,0
uuid:d93e9d0f-c1b8-48f4-a1e2-e4a2b38c7178,Mubassar,PS,1,-9999,Shafiq Ahmed,0,0
uuid:44092c7c-c880-4795-b313-8654edd2f254,Mubassar,PS,1,9430,Abbas,0,0
uuid:6ae0ae6d-4e6f-4702-bfac-fb838e42684b,Mubassar,PS,1,9481,Deedar Ali Lashari,-99,0
uuid:f57677e6-3daa-4c8b-b301-27bf8cc40226,Mubassar,PS,1,9482,Ghazanfar,0,0
uuid:2dbb34e6-a596-42fe-9f9b-f95c023ef64c,Mubassar,PS,1,9485,Aurangzeb,0,0
uuid:cef0b6bc-fbd1-4ed8-99f1-19027539dd1b,Yasir,PS,1,9487,Muhammad Akbar,0,0
uuid:bb8c77a6-1460-4105-82e3-7cd9070d73bb,Mubassar,PS,1,9489,Muhammad Imran Abro,0,0
uuid:40222d5e-2aa9-415f-a8be-ad8c582bbbd3,Mubassar,PS,1,9491,Suleman Khan,0,0
uuid:c04ca1b7-f8fe-4c04-b609-ac126d4ac57b,Mubassar,PS,2,-9999,Shafiq Ahmed,0,0
uuid:3f2b6ded-7efe-4bab-901c-d4612bf7c2b6,Mubassar,PS,2,-9999,Sughran,-99,0
uuid:cb841432-64b5-4edf-912c-4b6036c5bcfa,Mubassar,PS,2,10281,Abdul Basit,0,0
uuid:342a6679-4ed9-4931-bb8c-efa038fea6bf,Mubassar,PS,2,10285,Liaqat,-99,0
uuid:9b6ea9af-afa8-4632-a58f-f6ff6e783e99,Mubassar,PS,2,10288,Muhammad Sharif,0,0
uuid:12613de0-a0be-4bd7-b5ae-9d9d2a52ded9,Mubassar,PS,2,10289,Nasrallah Buriro,0,0
uuid:fb8052b0-cc9b-4970-a2a7-b25587862194,Mubassar,PS,2,10290,Nawab Ali Bhatii,0,0
uuid:9cc12656-23ee-44d8-8e1f-104b5e3db496,Mubassar,PS,2,10292,Shah Muhammad Saeed,-99,0
uuid:78402351-e4cb-4542-bb0a-b0c60464c11a,Mubassar,PS,4,-9999,Mir Khan,0,0
uuid:70920ffb-f4fa-42de-96c7-c5d25011e23b,Mubassar,PS,4,-9999,Shah Ali Khan,0,0
uuid:e18b5054-d21e-40d4-8bf7-6704bba8b679,Mubassar,PS,4,10657,Bashir Ahmed,0,0
uuid:e5787ffa-00e8-4176-bc8d-3ae36879d8a2,Mubassar,PS,4,10658,Gulzar Hussain,0,0
uuid:80216839-1da2-42cb-81cf-5207bea2a1ef,Mubassar,PS,4,10663,Nareesh Kumar,0,0
uuid:6f2196e7-3183-4876-8622-3af6aabbdfc1,Mubassar,PS,4,10664,Nazir Hussain,0,0
uuid:38df4e00-0c10-4082-b303-6a413996fc4e,Mubassar,PS,5,-9999,Gulam Rashid,0,0
uuid:53d22f80-004d-48c2-9dd0-90f189d6e3c8,Mubassar,PS,5,-9999,Muhammad Yaqoob,0,0
uuid:f15e4fb7-49a1-4db8-af51-23b5b7d251a5,Mubassar,PS,5,-9999,Shah More,0,0
uuid:90fcd2c2-d93a-46b6-b718-9fcb8b3df218,Mubassar,PS,5,-9999,Zain Ul Abien,0,0
uuid:5f303810-76ca-4e7e-a3fb-1026bdd5ba6c,Mubassar,PS,5,10824,Ahsan Ahmed,0,0
uuid:3506a378-ddf2-47cc-b77e-1ebe859f0075,Mubassar,PS,5,10824,Ahsan Ali Mirani,0,0
uuid:6aafce2f-e517-4238-a271-48c08080c2bc,Mubassar,PS,5,10825,Dil Murad,0,0
uuid:8677a0a5-1689-4b7e-ad08-f538f0acc434,Mubassar,PS,5,10826,Faiq Ali,0,0
uuid:99bde765-71a2-4ac6-adeb-52338a20b934,Mubassar,PS,5,10828,Jamsher,0,0
uuid:22a46389-802f-4e71-8365-a8f7e546cee1,Mubassar,PS,5,10833,Sardar Gulam Abid,0,0
uuid:64474033-7d4b-4e4b-b167-56fb4b78743e,Mubassar,PS,7,-9999,Aashiq Veesar,0,0
uuid:2d1664e7-cfdf-4718-85bf-83f1b25cf868,Mubassar,PS,7,-9999,Maqbool Ahmad,0,0
uuid:a329a782-c59f-40f4-af5f-7a17f5eb6099,Mubassar,PS,7,-9999,Rashid Mehmood,0,0
uuid:9f622401-31a0-46b0-baae-836f526890f9,Mubassar,PS,7,-9999,Tairmoor Pathan,0,0
uuid:8b1e05d9-4b05-4871-9d27-59f57ba7444b,Mubassar,PS,7,11157,Agha Shamas,0,0
uuid:67aa3aa8-e4a1-42ec-bd5d-ad1dee8ddfba,Mubassar,PS,7,11158,Asghar Ali,0,0
uuid:efb6676e-a317-4a9d-b030-9f975c73a06a,Mubassar,PS,7,11159,Bahar Sanerani,0,0
uuid:f6f93777-1e71-485c-9388-ae2f9e069e4e,Mubassar,PS,7,11161,Gulam Fareed,0,0
uuid:49e95e91-8ab3-4445-96b4-8ef6e056d825,Mubassar,PS,7,11167,Tanveer,0,0
uuid:720c8314-04b6-4e58-8806-ad21f306454b,Mubassar,PS,7,11167,Tanveer Ahmed,0,0
uuid:5167be9c-cff8-40fa-ad20-0fb97c57aa70,Mubassar,PS,8,-9999,Naveed Ahmed,0,0
uuid:27c6cdec-d2a8-44bf-9cef-4d01ffc1eb14,Mubassar,PS,8,11284,Abdullah Mahar,0,0
uuid:b55fa385-dcba-454a-b48a-abcf2d2eebd6,Mubassar,PS,8,11286,Amanullah,0,0
uuid:201c8164-a0e3-4290-940f-977d59e54338,Mubassar,PS,8,11293,Shahryar Khan,0,0
uuid:734fcd8d-c714-4341-a512-746735185b02,Mubassar,PS,9,-9999,Abdul Ghaffar,0,0
uuid:da5fe7c4-af35-4a1e-a049-d03688e6743d,Mubassar,PS,9,-9999,Agha Ameer,0,0
uuid:b72977f9-dd42-4653-beae-19c42c631659,Mubassar,PS,10,-9999,Abdul Fatah,-99,0
uuid:11245d06-c9db-4381-aebe-2a4b1b433d07,Mubassar,PS,10,-9999,Ali Nawaz,-99,0
uuid:4bc8a19b-c17c-4555-a145-4d7764edab8b,Mubassar,PS,10,-9999,Hafiz Hussain Bux,-99,0
uuid:cc5e88a4-baf1-44f8-a316-9b053e50fbd4,Mubassar,PS,10,-9999,Muhammad Ali Abro,0,0
uuid:d98cbbc1-1381-460c-b5c3-34a6ee34aaf8,Mubassar,PS,10,-9999,Saeed Ahmad,0,0
uuid:782a7d85-4dd4-4061-ad4b-51bc40375044,Mubassar,PS,10,-9999,Saniullah,0,0
uuid:fc48a09f-4b2a-4d6a-b265-484aa83570fd,Mubassar,PS,10,9493,Aijaz Ahmed,0,0
uuid:0312d787-9d7b-453f-a7fd-4eb5458f3a5d,Mubassar,PS,10,9495,Ayaz Hussain,0,0
uuid:eaf78905-a38a-4f51-9d16-7e275d941a44,Mubassar,PS,10,9496,Bashir Ahmed,0,0
uuid:7c0d2648-6046-4829-859a-82a5ff56039c,Mubassar,PS,10,9498,Gulam Muhammad,0,0
uuid:27b8bcbd-1c17-434b-b1f3-1458e7e8f4c9,Mubassar,PS,10,9501,Majid Mian,0,0
uuid:b1a1b661-f15b-4f1e-a68b-522cec739dcc,Mubassar,PS,10,9503,Muhammad Aslam,0,0
uuid:c7c385b7-54b5-4234-ae9b-b58327b12092,Mubassar,PS,10,9504,Muhammad Bachal,0,0
uuid:48751621-1e2c-4126-8c7c-88479cbc2258,Mubassar,PS,10,9505,Qadir Bux,-99,0
uuid:579ccfcf-3c56-452e-9636-b8187d969dea,Mubassar,PS,11,-9999,Ahmed Ali,0,0
uuid:e01cadf0-27f0-48d2-9fc8-6c37c35f3149,Mubassar,PS,11,-9999,Ali Gohar,0,0
uuid:b0773a65-7623-42a3-91a5-c519f43bff9a,Mubassar,PS,11,-9999,Ali Murad,0,0
uuid:e0f4dd95-f1cb-4bb6-a734-a08279ce53e2,Mubassar,PS,11,-9999,Aman Ullah,0,0
uuid:c6cd84d9-df1d-46f9-975e-14513d41550c,Mubassar,PS,11,-9999,Mushtaq,-99,0
uuid:aac45d31-4590-4a79-96a1-ecee13e9fca7,Mubassar,PS,11,-9999,Nisar Ahmed,0,0
uuid:5facca89-b0a2-4000-adc0-b03d8cb8ef81,Mubassar,PS,11,-9999,Raza Hussain,0,0
uuid:d75bbe43-a868-4223-a39e-d0a3a1896fa8,Mubassar,PS,11,-9999,Safdar,0,0
uuid:5e72f3c0-c35f-4c08-bb83-21de5b58d553,Mubassar,PS,11,9724,Jagdesh,0,0
uuid:f77ac80e-e819-4722-a6d4-3854a55b2250,Mubassar,PS,11,9728,Muhammad Peeral,0,0
uuid:1b6dae0b-e694-4d30-b8dd-4ea1dcfb2973,Mubassar,PS,11,9729,Nadir Ali,0,0
uuid:0c29797d-6f41-41d2-933b-294b356d332f,Mubassar,PS,11,9730,Nida Khuhro,0,0
uuid:206643cb-d32a-4579-af7a-7de954c32a92,Mubassar,PS,11,9732,Sabar Hussain,0,0
uuid:e60903d9-0299-4a5a-8944-9bafdd967481,Mubassar,PS,11,9733,Sadam Ali,0,0
uuid:4147a5ca-86f2-44bd-abd3-7c3d37cc7323,Mubassar,PS,11,9734,Saleem Raza,0,0
uuid:1578340e-641d-4c1a-a923-b87c8612e71d,Mubassar,PS,12,-9999,Aftab Ahmed,0,0
uuid:4610caf8-0614-4c63-a54a-01eaca1fcd95,Mubassar,PS,12,-9999,Khair Muhammad,0,0
uuid:22a3a8b5-a5b4-4eea-851e-ebf6bc07e806,Mubassar,PS,12,-9999,Kurshed Ahmed,0,0
uuid:49aa2c06-b40d-4d8c-86b4-581c5d088ba9,Mubassar,PS,12,-9999,Mohsin Ali,0,0
uuid:cc6839db-b548-4290-8ed6-e39e00c4984c,Mubassar,PS,12,-9999,Munawar Siyal,0,0
uuid:ca46978a-11bb-48d5-b89f-6b4a630ad475,Mubassar,PS,12,-9999,Syed Rafay Akbar,0,0
uuid:6cd3df3f-b05d-4702-be58-6e0868ad6a7f,Mubassar,PS,12,9940,Ajaz Ahmed,0,0
uuid:5d67081c-475a-421c-8d99-e2e1b7eea0e9,Mubassar,PS,12,9941,Allah Din,0,0
uuid:9a626daf-5c74-4f35-bc66-dfebbe04d47b,Mubassar,PS,12,9942,Atif Ahmed,0,0
uuid:be68be68-1703-4f84-bad9-41b268af1a5c,Mubassar,PS,12,9945,Imdad Ali,0,0
uuid:4be042b6-bfe2-4cfa-bc50-c48ceb96032e,Mubassar,PS,12,9948,Naseem Ali,0,0
uuid:5f8fbb72-72eb-49b0-b242-a5583b9d184f,Mubassar,PS,13,-9999,Jalil Qadir,0,0
uuid:ca375912-5aeb-43a7-9d8b-36e9c45c692c,Mubassar,PS,13,-9999,Raza Muhammad,0,0
uuid:792a42ef-75d6-4942-bdfc-8df43bf63bdd,Mubassar,PS,13,10155,Adil Altaf,0,0
uuid:96e5c615-063a-4d5a-9011-bfe4d40d1e84,Mubassar,PS,13,10156,Aasma,0,0
uuid:d8430437-55a1-449c-9aa5-f3a37c9c0844,Mubassar,PS,13,10157,Dalot,0,0
uuid:3934f1db-3a18-467c-ac34-d76fe35d9b85,Mubassar,PS,13,10158,Gulam Yasin,0,0
uuid:5a1d8f9c-fa57-4c34-aaf9-cdc5294db852,Mubassar,PS,13,10160,Quratulain,0,0
uuid:7a4058c9-47f7-4a31-a92e-a26e0353981c,Mubassar,PS,13,10161,Khalid Ahmed,0,0
uuid:941d5207-7c61-4898-94f0-800f63518ff6,Mubassar,PS,13,10164,Muhammad Ali,0,0
uuid:4bbc1858-da5a-4dcc-8860-6b7a03f908a6,Mubassar,PS,13,10165,Muhammad Mohsin,0,0
uuid:ceb088f2-16f2-4983-b5d1-04d6c43e7066,Mubassar,PS,13,10166,Naeem Akhtar,0,0
uuid:0205e2b9-494d-47c6-8819-757c0c030897,Mubassar,PS,13,10170,Suhail Ahmed,0,0
uuid:65607926-087a-43b0-9b17-f37194b7edbe,Mubassar,PS,13,10171,Syed Noor Muhammad,0,0
uuid:abddd1ac-6d2c-49ca-a71f-bcbc1e738ccd,Haider,PS,14,-9999,Zulfiqar Ali,-99,0
uuid:7e0d4897-1fe7-41ef-9b65-bb02e93f20c6,Haider,PS,14,10195,Gul Nawaz,-99,0
uuid:8843f6f7-d14b-44a6-9090-3a57daa8c05f,Haider,PS,14,10196,Hakim Ali,-99,0
uuid:3c916ca5-55da-4ff6-8346-3775eec83a40,Haider,PS,14,10198,Mir Gaib Khan,-99,0
uuid:173bf682-0ffe-4810-9832-d21aabf8e234,Haider,PS,14,10201,M. Umar,-99,0
uuid:a2991595-5a3d-4c86-8c1a-7f3d8b43c003,Haider,PS,14,10204,Shaban Ali,-99,0
uuid:213c5e02-62b3-46e0-8d23-eb8bcbcfa3e3,Haider,PS,14,10205,Shamas Uddin,-99,0
uuid:252fc25d-5969-4c05-a0ef-5b0d36eaf0d6,Mubassar,PS,15,-9999,Ghulam Hussain,-99,0
uuid:8eb8c78a-b437-486e-9bff-38f492614bde,Mubassar,PS,15,-9999,Gulam Rasol,-99,0
uuid:9d2d07a1-7d2e-4ac4-b362-9bc91da209b2,Mubassar,PS,15,-9999,Hizbullah,-99,0
uuid:5b30a0d9-0b0d-4938-8b7a-cbb6c1d984e8,Mubassar,PS,15,-9999,Imdad Hussain,0,0
uuid:3794963d-6e5e-401c-993e-874399045896,Mubassar,PS,15,-9999,Muhammad Aslam,-99,0
uuid:3e168a3d-c8a2-4539-8099-ce7a2ea2cebc,Mubassar,PS,15,-9999,Muhammed Ali Sahir,-99,0
uuid:3b264cbb-8176-4b9f-b963-ffe7afd4898b,Mubassar,PS,15,-9999,Muhammed Siddique,-99,0
uuid:8325d245-9808-425d-905d-f203337c337c,Mubassar,PS,15,-9999,Noor Ulddin,0,0
uuid:c58ea58e-38fd-44a5-8df2-7d5ceb33e2f3,Mubassar,PS,15,-9999,Saeed Ahmed,0,0
uuid:4b1c0805-b9eb-4e6a-bec3-98afb25e07e2,Mubassar,PS,15,-9999,Sultan Ahmed,0,0
uuid:f0a5c64a-e8c6-442a-a2f2-9aa807ceb4f4,Mubassar,PS,15,10211,Ghanwer,-99,0
uuid:a7c5d00e-c404-44cd-82e1-13b2c4754a94,Mubassar,PS,15,10212,Kamran Gorar,0,0
uuid:3cdcd555-a2f1-4890-8fcf-32ae0a31a3f3,Mubassar,PS,15,10215,Rabnawaz,0,0
uuid:114b9bc1-9ca6-4abb-b4ae-d52902702b11,Mubassar,PS,15,10218,Salem Raza,-99,0
uuid:81bd1629-70a9-43b5-b702-0e9285c21767,Mubassar,PS,15,10219,Sikandar Ali,0,0
uuid:c7db5ecb-5697-4f61-8cbc-2f9c04523e1b,Mubassar,PS,16,-9999,Fazal Muhammad,-99,0
uuid:9fa8c1f5-9a50-4adb-a501-4bce58725aaf,Mubassar,PS,16,-9999,Ghanwer Ali Khan,-99,0
uuid:af1d4f9e-bc3f-4db4-a82f-85614a29a318,Mubassar,PS,16,-9999,Guhram Khan,-99,0
uuid:9ffccbef-9c3a-4b68-bcbd-514abc08d13c,Mubassar,PS,16,-9999,Khuda Buksh,-99,0
uuid:171dd101-1e2b-44e0-add0-3d116e92205b,Mubassar,PS,16,-9999,Muhammad Sadiq,-99,0
uuid:a6a947d2-d15b-49e4-90a5-f7469b2b8901,Mubassar,PS,16,-9999,Raja Fahad Ali,-99,0
uuid:dbf02720-6843-4bff-92e7-58b037052551,Mubassar,PS,16,-9999,Sakhawat Ali,-99,0
uuid:374cd757-9dda-4a11-8545-f339954892a8,Mubassar,PS,16,-9999,Waqar Ahmed P,-99,0
uuid:80310d18-03a3-49d6-b316-624c477c5bb4,Mubassar,PS,16,10221,Abdul Manan,-99,0
uuid:c6a8d1d1-1d12-46ad-8383-556494433f77,Mubassar,PS,16,10223,Dur Muhammad,-99,0
uuid:2fb95616-c71a-4359-91de-e590467a662d,Mubassar,PS,16,10225,Gull Hussain,-99,0
uuid:c3834d47-ac3a-431c-b465-90f6c4e8d2fe,Mubassar,PS,16,10228,Nawabuddin,0,0
uuid:d410f1ff-fe6b-4a2e-9021-330dd0a8d5ce,Mubassar,PS,16,10229,Nawabzada,-99,0
uuid:d0518196-ec6c-4f19-a6ac-bd30cf03cf9e,Mubassar,PS,16,10230,Nawab Zada Rhehan,-99,0
uuid:2429e959-0cae-4334-bb38-9cd1d1109d28,Haider,PS,17,-9999,Ahmad Ali Sodhar,-99,0
uuid:885425ad-f3fb-4aa4-ad41-adb73f0d73ba,Haider,PS,17,-9999,Ali Gohar,-99,0
uuid:bc2ddee5-3e26-4f89-856f-ec9393b70844,Haider,PS,17,-9999,Altaf Hussain,-99,0
uuid:23c67732-8dc7-4615-80b2-777e717e4779,Haider,PS,17,-9999,M. Sadique,-99,0
uuid:55f0ae1d-4afb-4ede-99a6-f34a1ab26c87,Haider,PS,17,-9999,Madad Ali Khokhar,-99,0
uuid:50875696-cee6-4611-8659-34a2d6785c04,Haider,PS,17,10233,Ali Gull,-99,0
uuid:aaf23cec-e96d-4871-aa4a-d8d76f8c9ca7,Haider,PS,17,10234,Ali Hassan,-99,0
uuid:ff8c437d-bbdd-47a8-ab2d-e672cc021c8d,Haider,PS,17,10235,Aqil Khan,-99,0
uuid:cfac92c9-9266-448b-858d-dc3017a10633,Haider,PS,17,10236,Ayaz Ali,-99,0
uuid:ebed6e50-6e03-47d4-bfc0-a2af0ca2ebbf,Haider,PS,17,10237,Bashir Ahmad,-99,0
